FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
SAN JOSE BEHAVIORAL HEALTH,Santa Clara,20233,Open,Comparable,133,8635,814,25029007,865169,175442,0,15727673,9708283,0,0,1069094,2023,3,1883653
SAN MATEO MEDICAL CENTER,San Mateo,20233,Open,Comparable,448,25620,103965,52301931,76775746,919569,2640177,76081313,110655026,0,0,1636602,2023,3,732485
SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,20233,Open,Comparable,116,3264,11302,171108823,162304440,1198854,0,42593032,43831043,0,0,359862,2023,3,1160296
SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,20233,Open,Comparable,401,23813,35357,469485628,192912073,4478131,0,203941012,218963151,0,0,5464194,2023,3,445286
SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,20233,Open,Comparable,1053,55898,241355,1221779156,961592263,14393,99434368,675187248,644611891,0,0,8140655,2023,3,1883653
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Los Angeles,20233,Open,Comparable,281,21625,53434,421982761,226106650,10337399,3411367,207685207,206706418,0,0,3578903,2023,3,9748447
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,20233,Open,Comparable,8,143,8040,1662690,18083050,321564,0,7578038,6488845,0,0,2298546,2023,3,445286
SCRIPPS GREEN HOSPITAL,San Diego,20233,Open,Comparable,150,8714,26052,302451167,291853942,-36792,0,110152177,94124593,0,0,5932820,2023,3,3283755
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,20233,Open,Comparable,190,13790,22721,323280079,236260433,3285261,-64440,117011334,105329817,0,0,8192530,2023,3,3283755
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,San Diego,20233,Open,Comparable,390,27464,25724,875146149,441536309,1004991,1134120,267243983,225287257,0,0,7793926,2023,3,3283755
SCRIPPS MERCY HOSPITAL,San Diego,20233,Open,Comparable,559,39921,50676,902504214,522488414,6534043,230316,319713678,310757866,0,0,16893337,2023,3,3283755
SELECT SPECIALTY HOSPITAL - SAN DIEGO,San Diego,20233,Open,Comparable,88,7215,0,209793597,0,176734,0,16096325,17215091,0,0,770774,2023,3,3283755
SENECA HEALTHCARE DISTRICT,Plumas,20233,Open,Comparable,26,1193,6675,1135659,5139084,57220,0,4080910,5524489,0,0,1495007,2023,3,19433
SEQUOIA HOSPITAL,San Mateo,20233,Open,Comparable,114,4107,15594,161573409,209152548,2139155,0,75427986,78589644,0,0,1293844,2023,3,732485
SHARP CHULA VISTA MEDICAL CENTER,San Diego,20233,Open,Comparable,449,29764,44636,549145807,310134953,2622595,16790718,194880868,169009687,0,0,5083650,2023,3,3283755
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,20233,Open,Comparable,155,9898,24022,66832083,116692997,779080,5439907,51480534,41204789,0,0,1092820,2023,3,3283755
SHARP GROSSMONT HOSPITAL,San Diego,20233,Open,Comparable,514,36442,118283,752767024,473430261,1376598,24150222,316222923,268297159,0,0,12945497,2023,3,3283755
SHARP MCDONALD CENTER,San Diego,20233,Open,Comparable,16,919,1234,2262646,1605160,55464,2429,1444211,1253738,0,0,0,2023,3,3283755
SHARP MEMORIAL HOSPITAL,San Diego,20233,Open,Comparable,665,40400,68280,1009641037,688669645,4368295,82946158,438151363,344214439,0,0,32539754,2023,3,3283755
SHARP MESA VISTA HOSPITAL,San Diego,20233,Open,Comparable,132,9342,15697,77595295,24633988,189402,79034,20757689,25597755,0,0,1514529,2023,3,3283755
SHASTA REGIONAL MEDICAL CENTER,Shasta,20233,Open,Comparable,178,6334,13087,123940144,81159880,2061279,0,32677325,37112561,0,0,1602285,2023,3,180972
SHERMAN OAKS HOSPITAL,Los Angeles,20233,Open,Comparable,153,7421,6567,79073283,21570028,1815933,0,21879007,20939836,0,0,1880656,2023,3,9748447
SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,20233,Open,Comparable,104,4004,28954,86082010,120382674,1247699,0,43809750,45886480,0,0,708298,2023,3,102356
SIERRA VIEW MEDICAL CENTER,Tulare,20233,Open,Comparable,167,8238,39977,68725482,96288181,2049481,0,36894642,41058455,0,0,455070,2023,3,478288
SIERRA VISTA HOSPITAL,Sacramento,20233,Open,Comparable,171,14766,2062,29539800,2415880,771542,0,17239871,12503831,0,0,0,2023,3,1588743
SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,20233,Open,Comparable,143,5487,9275,190953904,136620926,3051569,0,41741279,44398898,0,0,563088,2023,3,282535
SONOMA COUNTY HEALING CENTER - PHF,Sonoma,20233,Open,Comparable,16,1370,0,1484390,0,0,0,1484390,1590396,0,0,9809,2023,3,483398
SONOMA SPECIALTY HOSPITAL,Sonoma,20233,Open,Comparable,37,3400,0,25299781,0,0,0,11384901,9058037,0,0,4969655,2023,3,483398
SONOMA VALLEY HOSPITAL,Sonoma,20233,Open,Comparable,51,3123,20855,21296314,66357250,400286,47943,14716723,16488745,0,0,694008,2023,3,483398
SOUTH COAST GLOBAL MEDICAL CENTER,Orange,20233,Open,Comparable,178,6146,4123,52876894,27856128,2127361,0,13787358,16959925,0,0,23871,2023,3,3158489
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,20233,Open,Comparable,598,26585,6473,264460785,36441550,1968161,23149811,111067853,95197660,0,0,475571,2023,3,9748447
SOUTHERN INYO HOSPITAL,Inyo,20233,Open,Comparable,37,2467,798,2001628,5256994,377397,0,5505617,4972465,0,0,23985,2023,3,18745
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,Riverside,20233,Open,Comparable,240,17110,26951,371891601,322057054,10895300,0,91637069,96635640,0,0,26983638,2023,3,2479628
ST. AGNES MEDICAL CENTER,Fresno,20233,Open,Comparable,436,29954,42021,375692468,245873819,6765208,0,132959203,167980320,0,0,3565415,2023,3,1017107
ST. BERNARDINE MEDICAL CENTER,San Bernardino,20233,Open,Comparable,278,17019,36988,400098583,196029382,2677048,0,95344202,111981800,0,0,4503455,2023,3,2196029
ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,20233,Open,Comparable,49,2424,53662,48655094,113948228,1903361,233240,36200466,38957355,0,0,0,2023,3,65269
ST. FRANCIS MEDICAL CENTER,Los Angeles,20233,Open,Comparable,354,21338,18507,328897169,104393862,2992546,757903,84894677,76982988,0,0,5730332,2023,3,9748447
ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,20233,Open,Comparable,172,6076,16559,140753043,80096249,1564275,0,44303912,60243009,0,0,755643,2023,3,814176
ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,20233,Open,Comparable,373,23368,37774,369818704,274097790,6493376,0,128402976,147407421,0,0,0,2023,3,835032
ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,20233,Open,Comparable,35,2902,2156,10528398,1366480,181369,0,5555850,6058428,0,0,10073,2023,3,795880
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,20233,Open,Comparable,355,22794,51945,713633595,431584115,4904404,0,168206962,168095952,0,0,4087187,2023,3,795880
ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,20233,Open,Comparable,307,16454,22973,264608883,105570183,2784137,14267659,82874846,108556233,0,0,2073154,2023,3,9748447
ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,20233,Open,Comparable,203,5933,15289,140295933,79189512,2097077,0,44848433,69877648,0,0,492331,2023,3,814176
ST. ROSE HOSPITAL,Alameda,20233,Open,Comparable,171,3185,8264,78622857,34163716,-390876,0,31642324,35439239,0,0,52104,2023,3,1635693
STANFORD HEALTH CARE,Santa Clara,20233,Open,Comparable,708,60877,626700,4040402169,4753250161,27018847,193020,1780130155,1759107639,0,0,99804343,2023,3,1883653
STANFORD HEALTH CARE TRI-VALLEY,Alameda,20233,Open,Comparable,207,8928,74308,292076565,340798389,6032964,0,125408970,126684048,0,0,19975776,2023,3,1635693
STANISLAUS SURGICAL HOSPITAL,Stanislaus,20233,Open,Comparable,23,112,5681,9390375,33134239,27586,0,6516728,7782947,0,0,20274,2023,3,552410
STOCKTON REGIONAL REHABILITATION HOSPITAL,San Joaquin,20233,Open,Comparable,50,1181,0,4165231,0,0,0,1488575,5793553,0,0,60784,2023,3,795880
SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,20233,Open,Comparable,26,1405,1199,1575188,313368,0,0,2504420,2876388,0,0,362081,2023,3,8625
SUTTER AMADOR HOSPITAL,Amador,20233,Open,Comparable,52,2720,11703,35398695,57961774,835150,460,25304672,25040241,0,0,2517554,2023,3,41486
SUTTER AUBURN FAITH HOSPITAL,Placer,20233,Open,Comparable,64,3896,35009,55326411,109813456,1425898,5305245,41703046,39620903,0,0,339181,2023,3,418439
SUTTER CENTER FOR PSYCHIATRY,Sacramento,20233,Open,Comparable,73,5140,4058,12095519,7452646,723486,218,9395334,12282446,0,0,691814,2023,3,1588743
SUTTER COAST HOSPITAL,Del Norte,20233,Open,Comparable,49,2334,17461,25289497,59421620,1113999,114115,21727544,21491667,0,0,1354519,2023,3,26758
SUTTER DAVIS HOSPITAL,Yolo,20233,Open,Comparable,57,4912,16060,63365961,91871219,1895424,4764173,43538993,41444234,0,0,4126652,2023,3,223338
SUTTER DELTA MEDICAL CENTER,Contra Costa,20233,Open,Comparable,141,6341,34597,108488607,127488288,3462374,0,53709158,55478631,0,0,2050036,2023,3,1160296
SUTTER LAKESIDE HOSPITAL,Lake,20233,Open,Comparable,25,1897,9134,23156752,63833680,1364118,77053,22717704,22136339,0,0,673031,2023,3,68239
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Santa Cruz,20233,Open,Comparable,28,572,6927,9964591,53795920,393264,0,21312675,21432728,0,0,336128,2023,3,265851
SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,20233,Open,Comparable,523,42066,66768,774199497,569993243,7019198,58672421,401210686,402233047,0,0,4472651,2023,3,1588743
SUTTER ROSEVILLE MEDICAL CENTER,Placer,20233,Open,Comparable,382,31799,69593,597267806,345241872,8725905,32772513,261614073,251059506,0,0,14193085,2023,3,418439
SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,20233,Open,Comparable,124,10407,21883,177983108,175466614,3345281,11246525,100602683,106165933,0,0,671745,2023,3,483398
SUTTER SOLANO MEDICAL CENTER,Solano,20233,Open,Comparable,106,5500,12837,82144751,78660483,2243585,257220,39508587,42878955,0,0,2307712,2023,3,449724
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,Sutter,20233,Open,Comparable,14,191,614,6114723,17354408,-872753,0,7680715,12524569,0,0,274845,2023,3,98682
SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,20233,Open,Comparable,77,3450,23884,58955872,103507250,2613273,953111,46258368,37855748,0,0,972470,2023,3,795880
TAHOE FOREST HOSPITAL,Nevada,20233,Open,Comparable,62,3964,22783,21441794,123004438,1704454,0,64517440,63536107,0,0,2586371,2023,3,102356
TARZANA TREATMENT CENTER,Los Angeles,20233,Open,Comparable,60,4869,0,7785525,0,0,0,3940682,3228747,0,0,3165855,2023,3,9748447
TEMECULA VALLEY HOSPITAL,Riverside,20233,Open,Comparable,140,10286,11730,250026098,166239854,3160283,0,61552648,62475638,0,0,1600534,2023,3,2479628
TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,20233,Open,Comparable,102,3908,11651,133583488,150110569,2163114,0,29074823,28856136,0,0,390660,2023,3,282535
THE BETTY FORD CENTER,Riverside,20233,Open,Comparable,100,6230,3221,10400624,2066744,259485,0,7076788,5624857,0,0,549506,2023,3,2479628
TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,20233,Open,Comparable,63,3833,0,1430698,0,0,0,1430698,1430698,0,0,0,2023,3,9748447
TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,435,31189,123284,768927854,622756551,4675300,19285534,193612954,195378115,0,0,5446872,2023,3,9748447
TOTALLY KIDS REHABILITATION HOSPITAL,San Bernardino,20233,Open,Comparable,81,5414,90,8835690,21600,0,0,7498319,8970173,0,0,8114,2023,3,2196029
TRINITY HOSPITAL,Trinity,20233,Open,Comparable,48,1574,7905,2903752,5800290,247684,125060,4973847,7319164,0,0,1439,2023,3,15777
UC DAVIS REHABILITATION HOSPITAL,Sacramento,20233,Open,Comparable,52,1082,0,6657074,0,74143,0,3141160,4322202,0,0,63816,2023,3,1588743
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,Alameda,20233,Open,Comparable,182,9926,80207,244435297,271150748,4531362,0,135205752,179721800,0,0,3938162,2023,3,1635693
UCSF MEDICAL CENTER,San Francisco,20233,Open,Comparable,791,67570,589103,2885147811,2829051415,19097798,2152257,1495863883,1494305183,0,0,152248773,2023,3,814176
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Sacramento,20233,Open,Comparable,685,56214,266717,1909675887,1563975183,26143418,9237732,806899041,922108050,0,0,154607669,2023,3,1588743
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,20233,Open,Comparable,459,38292,217740,788544621,699925762,26095249,343191,435240454,492460282,0,0,35042127,2023,3,3158489
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,San Diego,20233,Open,Comparable,719,59627,330158,1513450408,1524587920,6626439,0,948302090,827670796,0,0,29218649,2023,3,3283755
USC ARCADIA HOSPITAL,Los Angeles,20233,Open,Comparable,294,17452,18447,291389384,141922182,1494913,0,71683069,88620152,0,0,1302948,2023,3,9748447
USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,20233,Open,Comparable,60,4223,53110,87735856,389490804,896983,0,133054286,128115409,0,0,563493,2023,3,9748447
USC VERDUGO HILLS HOSPITAL,Los Angeles,20233,Open,Comparable,158,7272,18362,122743364,110087664,287145,0,37729614,53810924,0,0,192808,2023,3,9748447
VALLEY CHILDREN'S HOSPITAL,Madera,20233,Open,Comparable,358,15546,104901,310082667,212266286,2591934,0,192208711,192800950,0,0,21689855,2023,3,160414
VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,20233,Open,Comparable,350,18174,22930,186795784,79994557,1122193,61502132,140481797,148986626,0,0,6988680,2023,3,9748447
VENTURA COUNTY MEDICAL CENTER,Ventura,20233,Open,Comparable,259,14924,38621,309983016,244470221,12767621,5438095,182837106,134420910,0,0,2648075,2023,3,835032
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Shasta,20233,Open,Comparable,88,6284,1231,86589520,2972665,0,0,11588495,8757410,0,0,32576,2023,3,180972
VIBRA HOSPITAL OF SACRAMENTO,Sacramento,20233,Open,Comparable,58,4339,57,45516947,54983,0,0,11142178,8999314,0,0,0,2023,3,1588743
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,Riverside,20233,Open,Comparable,50,2606,0,11123406,0,0,0,5592554,5577757,0,0,9215,2023,3,2479628
VICTOR VALLEY GLOBAL MEDICAL CENTER,San Bernardino,20233,Open,Comparable,101,3824,10814,53125119,42836223,151842,0,26309318,28559592,0,0,150423,2023,3,2196029
WASHINGTON HOSPITAL - FREMONT,Alameda,20233,Open,Comparable,385,12944,40567,333471707,245509943,9203799,0,133794538,147750641,0,0,5914289,2023,3,1635693
WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,20233,Open,Comparable,106,3336,17057,91698908,160692191,2082976,0,33410077,35956438,0,0,0,2023,3,265851
WEST ANAHEIM MEDICAL CENTER,Orange,20233,Open,Comparable,219,9607,8102,113795263,27818810,1235246,0,29658442,30614672,0,0,395781,2023,3,3158489
WEST HILLS HOSPITAL AND MEDICAL CENTER,Los Angeles,20233,Open,Comparable,226,10204,20145,489639559,273411150,3267088,0,56004707,56101097,0,0,3319474,2023,3,9748447
WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,178,7136,8272,111260187,55781779,738859,905950,27926899,28922971,0,0,827312,2023,3,9748447
WOODLAND MEMORIAL HOSPITAL,Yolo,20233,Open,Comparable,102,5741,18346,97993918,152887176,1893740,13371603,51935245,53878805,0,0,1939182,2023,3,223338
ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,San Francisco,20233,Open,Comparable,397,29218,183809,600861872,411507321,8542216,10688605,267392055,329099506,0,0,1382891,2023,3,814176
ADVENTIST HEALTH AND RIDEOUT,Yuba,20234,Open,Comparable,221,13400,46784,308379951,239979617,-2870540,0,120375469,140058416,0,0,550704,2023,4,84335
ADVENTIST HEALTH BAKERSFIELD,Kern,20234,Open,Comparable,254,15776,62310,391465635,363038724,574823,0,131261806,143383319,0,0,2195393,2023,4,917293
ADVENTIST HEALTH CLEARLAKE,Lake,20234,Open,Comparable,25,1308,93804,24165778,100492749,-1679420,387651,47240314,44961010,0,0,5015451,2023,4,68239
ADVENTIST HEALTH DELANO,Kern,20234,Open,Comparable,156,5658,17605,30073950,26732970,87445,79,30991471,28094784,0,0,590930,2023,4,917293
ADVENTIST HEALTH GLENDALE,Los Angeles,20234,Open,Comparable,462,26615,45886,639233437,307046484,2743597,0,138846196,159039542,0,0,4740392,2023,4,9748447
ADVENTIST HEALTH HANFORD,Kings,20234,Open,Comparable,235,10185,61273,131746473,285984867,2093421,8895974,99463692,99831719,0,0,674933,2023,4,152776
ADVENTIST HEALTH HOWARD MEMORIAL,Mendocino,20234,Open,Comparable,25,1359,17729,26898283,52837319,705763,1063693,22783475,23212341,0,0,222600,2023,4,90027
ADVENTIST HEALTH LODI MEMORIAL,San Joaquin,20234,Open,Comparable,194,9244,49386,285147776,269312630,-1419495,54529,78279618,78632749,0,0,3968704,2023,4,795880
ADVENTIST HEALTH MENDOCINO COAST,Mendocino,20234,Open,Comparable,25,1360,22953,10063043,32334787,3325142,135351,16642166,22320464,0,0,971959,2023,4,90027
ADVENTIST HEALTH REEDLEY,Fresno,20234,Open,Comparable,49,1383,141685,12775665,97252185,1376484,740436,59928496,49429663,0,0,6044641,2023,4,1017107
ADVENTIST HEALTH SIMI VALLEY,Ventura,20234,Open,Comparable,130,8415,19698,195407824,128180121,1066213,0,55714670,63195049,0,0,1917453,2023,4,835032
ADVENTIST HEALTH SONORA - GREENLEY,Tuolumne,20234,Open,Comparable,152,8543,99847,105092133,256173871,-4955817,0,82479758,79112811,0,0,1527418,2023,4,53951
ADVENTIST HEALTH ST. HELENA,Napa,20234,Open,Comparable,151,4412,10880,149153784,173847184,525592,7874539,54189729,73058497,0,0,873659,2023,4,134492
ADVENTIST HEALTH TEHACHAPI VALLEY,Kern,20234,Open,Comparable,25,975,14824,19073790,46942027,649698,1349,16931777,15525074,0,0,221843,2023,4,917293
ADVENTIST HEALTH TULARE,Tulare,20234,Open,Comparable,73,1735,8852,24069895,70235535,-1316338,0,20720443,24344783,0,0,563100,2023,4,478288
ADVENTIST HEALTH UKIAH VALLEY,Mendocino,20234,Open,Comparable,50,2678,60902,53700110,143109677,1559031,11114687,62746599,65542053,0,0,632843,2023,4,90027
ADVENTIST HEALTH VALLEJO,Solano,20234,Open,Comparable,61,4136,1420,25348280,724296,327171,0,6717690,9122229,0,0,0,2023,4,449724
ADVENTIST HEALTH WHITE MEMORIAL,Los Angeles,20234,Open,Comparable,353,19947,37632,571882883,285262246,-3426713,7111176,144042692,145286108,0,0,2440216,2023,4,9748447
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,20234,Open,Comparable,223,7129,9983,134173666,100718157,3712376,8607490,39047306,45324591,0,0,607987,2023,4,3158489
AHMC SETON MEDICAL CENTER,San Mateo,20234,Open,Comparable,478,16374,10670,160739863,89786123,5211443,0,39688461,44634275,0,0,4762971,2023,4,732485
ALAMEDA HOSPITAL,Alameda,20234,Open,Comparable,247,18394,11796,119355243,50260127,2770769,0,24491694,32885592,0,0,0,2023,4,1635693
ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,20234,Open,Comparable,144,7976,6570,105796838,32212796,452777,46508927,63547535,61524753,0,0,39672,2023,4,9748447
ALISO RIDGE BEHAVIORAL HEALTH,Orange,20234,Open,Comparable,92,7861,275,17316150,177100,0,0,7821065,7846110,0,0,16253,2023,4,3158489
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,20234,Open,Comparable,393,19243,31400,278541086,219752463,4530628,9301072,170458976,181385070,0,0,5635916,2023,4,1635693
ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,20234,Open,Comparable,309,16929,27715,323664208,171798624,2020426,0,121705711,116005220,0,0,10040997,2023,4,1635693
ALVARADO HOSPITAL MEDICAL CENTER,San Diego,20234,Open,Comparable,302,5059,8186,49002285,32102368,2637283,0,38449204,36175083,0,0,0,2023,4,3283755
ALVARADO PARKWAY INSTITUTE BHS,San Diego,20234,Open,Comparable,66,5603,30526,14405636,12201350,321143,0,9095772,9262662,0,0,105664,2023,4,3283755
AMERICAN RECOVERY CENTER,Los Angeles,20234,Open,Comparable,173,7200,788,2426507,127750,0,0,2554257,2244902,0,0,11965,2023,4,9748447
ANAHEIM COMMUNITY HOSPITAL,Orange,20234,Open,Comparable,71,6463,161,15556184,254145,478120,0,7419628,8720517,0,0,276648,2023,4,3158489
ANAHEIM GLOBAL MEDICAL CENTER,Orange,20234,Open,Comparable,188,8910,5271,46964483,24498662,52309,0,18199858,20217122,0,0,1,2023,4,3158489
ANTELOPE VALLEY MEDICAL CENTER,Los Angeles,20234,Open,Comparable,393,22522,33739,379486883,166878500,5173119,1145576,124128678,129392094,0,0,13571110,2023,4,9748447
ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,20234,Open,Comparable,436,33494,71408,485571586,252796868,0,0,147766430,221662537,0,0,5762102,2023,4,2196029
AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,Sonoma,20234,Open,Comparable,144,8467,33,20340050,21825,0,0,13277749,12397350,0,0,62823,2023,4,483398
AURORA CHARTER OAK,Los Angeles,20234,Open,Comparable,137,12579,2354,22681600,1472310,0,0,12251986,13741274,0,0,17290,2023,4,9748447
AURORA LAS ENCINAS HOSPITAL,Los Angeles,20234,Open,Comparable,118,8860,1789,16432600,826725,165746,0,9800150,8573023,0,0,24303,2023,4,9748447
AURORA SAN DIEGO,San Diego,20234,Open,Comparable,101,7869,1906,15785525,971775,0,0,9869348,9649599,0,0,133846,2023,4,3283755
AURORA VISTA DEL MAR HOSPITAL,Ventura,20234,Open,Comparable,39,2522,710,4315900,416160,139336,0,2797269,5858436,0,0,27590,2023,4,835032
BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL,Kern,20234,Open,Comparable,90,3827,408,7667700,206325,0,0,4205850,7812644,0,0,0,2023,4,917293
BAKERSFIELD HEART HOSPITAL,Kern,20234,Open,Comparable,47,1125,1654,23837610,27220112,1789792,0,6826417,11508082,0,0,288816,2023,4,917293
BAKERSFIELD MEMORIAL HOSPITAL,Kern,20234,Open,Comparable,385,17896,33527,376532243,287501498,2760848,12962797,245754202,182636942,0,0,5144579,2023,4,917293
BAKERSFIELD REHABILITATION HOSPITAL,Kern,20234,Open,Comparable,50,2769,0,8112651,0,0,0,4568410,6323996,0,0,16561,2023,4,917293
BALLARD REHABILITATION HOSPITAL,San Bernardino,20234,Open,Comparable,60,3131,2064,12671460,1320112,93836,0,6161943,6471902,0,0,0,2023,4,2196029
BANNER LASSEN MEDICAL CENTER,Lassen,20234,Open,Comparable,25,753,8269,5514445,18270375,603859,0,12748240,11036717,0,0,364548,2023,4,30401
